id,account,project_name,area,site_id,site_name,capacity
479,Altervim,TR NB Ph.4,UPC-02,PCB7158,PCB7158-ATV-NB1P4,4.36
480,Altervim,TR NB Ph.4,UPC-02,PCT1901,PCT1901-ATV-NB1P4,4.36
481,Altervim,TR NB Ph.4,UPC-02,PCT3041,PCT3041-ATV-NB1P4,4.36
482,Altervim,TR NB Ph.4,UPC-02,PCT6704,PCT6704-ATV-NB1P4,4.36
483,Altervim,TR NB Ph.4,UPC-02,PCT6708,PCT6708-ATV-NB1P5,5.45
484,Altervim,TR NB Ph.4,UPC-02,PCT6722,PCT6722-ATV-NB1P4,4.36
485,Altervim,TR NB Ph.4,UPC-02,PCT6771,PCT6771-ATV-NB1P4,4.36
486,Altervim,TR NB Ph.4,UPC-02,PCT8800,PCT8800-ATV-NB1P4,4.36
487,Altervim,TR NB Ph.4,UPC-02,PSN0540,PSN0540-ATV-NB1P4,4.36
488,Altervim,TR NB Ph.4,UPC-02,PSN1601,PSN1601-ATV-NB1P4,4.36
489,Altervim,TR NB Ph.4,UPC-02,PSN2090,PSN2090-ATV-NB1P5,5.45
490,Altervim,TR NB Ph.4,UPC-02,PSN1606,PSN1606-ATV-NB1P4,4.36
491,Altervim,TR NB Ph.4,UPC-02,PSN3130,PSN3130-ATV-NB1P6,6.54
492,Altervim,TR NB Ph.4,UPC-02,PSN6719,PSN6719-ATV-NB1P4,4.36
493,Altervim,TR NB Ph.4,UPC-02,PSN6738,PSN6738-ATV-NB1P4,4.36
494,Altervim,TR NB Ph.4,UPC-02,PSN6740,PSN6740-ATV-NB1P4,4.36
495,Altervim,TR NB Ph.4,UPC-02,PSN6741,PSN6741-ATV-NB1P4,4.36
496,Altervim,TR NB Ph.4,UPC-02,PSN6744,PSN6744-ATV-NB1P4,4.36
497,Altervim,TR NB Ph.4,UPC-02,PSN6797,PSN6797-ATV-NB1P4,4.36
498,Altervim,TR NB Ph.4,UPC-02,SKT6715,SKT6715-ATV-NB1P5,5.45
499,Altervim,TR NB Ph.4,UPC-02,SKT3032,SKT3032-ATV-NB1P5,5.45
500,Altervim,TR NB Ph.4,UPC-02,SKT6711,SKT6711-ATV-NB1P4,4.36
501,Altervim,TR NB Ph.4,UPC-02,SKT6716,SKT6716-ATV-NB1P4,4.36
502,Altervim,TR NB Ph.4,UPC-02,SKT8547,SKT8547-ATV-NB1P5,5.45
503,Altervim,TR NB Ph.4,UPC-02,SKT8801,SKT8801-ATV-NB1P4,4.36
504,Altervim,TR NB Ph.4,UPC-02,TAK1615,TAK1615-ATV-NB1P4,4.36
505,Altervim,TR NB Ph.4,UPC-02,TAK1903,TAK1903-ATV-NB1P5,5.45
506,Altervim,TR NB Ph.4,UPC-02,TAK6749,TAK6749-ATV-NB1P5,5.45
507,Altervim,TR NB Ph.4,UPC-02,TAK6824,TAK6824-ATV-NB1P5,5.45
508,Altervim,TR NB Ph.4,UPC-02,TAK6742,TAK6742-ATV-NB1P4,4.36
509,Altervim,TR NB Ph.4,UPC-02,TAK8566,TAK8566-ATV-NB1P5,5.45
510,Altervim,TR NB Ph.4,UPC-02,SKT7155,SKT7155-ATV-NB1P4,4.36
511,Altervim,TR NB Ph.4,UPC-02,TAK7267,TAK7267-ATV-NB1P4,4.36
512,Altervim,TR NB Ph.4,UPC-02,SKT8515,SKT8515-ATV-NB1P4,4.36
513,Altervim,TR NB Ph.4,UPC-02,UTR8560,UTR8560-ATV-NB1P4,4.36
514,Altervim,TR NB Ph.4,UPC-02,SKT7174,SKT7174-ATV-NB1P4,4.36
515,Altervim,TR NB Ph.4,UPC-02,KPP7182,KPP7182-ATV-NB1P4,4.36
516,Altervim,TR NB Ph.4,UPC-02,PCT7177,PCT7177-ATV-NB1P4,4.36
517,Altervim,TR NB Ph.4,UPC-03,KKN1512,KKN1512-ATV-NB1P5,5.45
518,Altervim,TR NB Ph.4,UPC-03,KKN1619,KKN1619-ATV-NB1P5,5.45
519,Altervim,TR NB Ph.4,UPC-03,KKN1908,KKN1908-ATV-NB1P5,5.45
520,Altervim,TR NB Ph.4,UPC-03,KKN6705,KKN6705-ATV-NB1P5,5.45
521,Altervim,TR NB Ph.4,UPC-03,KKN6708,KKN6708-ATV-NB1P5,5.45
522,Altervim,TR NB Ph.4,UPC-03,KKN8556,KKN8556-ATV-NB1P5,5.45
523,Altervim,TR NB Ph.4,UPC-03,LOI1623,LOI1623-ATV-NB1P5,5.45
524,Altervim,TR NB Ph.4,UPC-03,LOI6751,LOI6751-ATV-NB1P5,5.45
525,Altervim,TR NB Ph.4,UPC-03,NBL6711,NBL6711-ATV-NB1P4,4.36
526,Altervim,TR NB Ph.4,UPC-03,NBL6736,NBL6736-ATV-NB1P4,4.36
527,Altervim,TR NB Ph.4,UPC-03,NKP6717,NKP6717-ATV-NB1P5,5.45
528,Altervim,TR NB Ph.4,UPC-03,NKP6722,NKP6722-ATV-NB1P5,5.45
529,Altervim,TR NB Ph.4,UPC-03,NKP6723,NKP6723-ATV-NB1P5,5.45
530,Altervim,TR NB Ph.4,UPC-03,NKP6727,NKP6727-ATV-NB1P5,5.45
531,Altervim,TR NB Ph.4,UPC-03,NKP6732,NKP6732-ATV-NB1P5,5.45
532,Altervim,TR NB Ph.4,UPC-03,SKN1954,SKN1954-ATV-NB1P5,5.45
533,Altervim,TR NB Ph.4,UPC-03,SKN6701,SKN6701-ATV-NB1P5,5.45
534,Altervim,TR NB Ph.4,UPC-03,SKN6731,SKN6731-ATV-NB1P5,5.45
535,Altervim,TR NB Ph.4,UPC-03,UDT1621,UDT1621-ATV-NB1P4,4.36
536,Altervim,TR NB Ph.4,UPC-03,UDT1622,UDT1622-ATV-NB1P5,5.45
537,Altervim,TR NB Ph.4,UPC-03,UDT1922,UDT1922-ATV-NB1P5,5.45
538,Altervim,TR NB Ph.4,UPC-03,UDT1931,UDT1931-ATV-NB1P5,5.45
539,Altervim,TR NB Ph.4,UPC-03,UDT1933,UDT1933-ATV-NB1P5,5.45
540,Altervim,TR NB Ph.4,UPC-03,UDT1979,UDT1979-ATV-NB1P5,5.45
541,Altervim,TR NB Ph.4,UPC-03,UDT6720,UDT6720-ATV-NB1P5,5.45
542,Altervim,TR NB Ph.4,UPC-03,UDT6747,UDT6747-ATV-NB1P5,5.45
543,Altervim,TR NB Ph.4,UPC-03,UDT6760,UDT6760-ATV-NB1P5,5.45
544,Altervim,TR NB Ph.4,UPC-03,LOI1603,LOI1603-ATV-NB1P5,5.45
545,Altervim,TR NB Ph.4,UPC-03,KKN1977,KKN1977-ATV-NB1P5,5.45
546,Altervim,TR NB Ph.4,UPC-03,KLS6743,KLS6743-ATV-NB1P4,4.36
547,Altervim,TR NB Ph.4,UPC-03,LOI1622,LOI1622-ATV-NB1P5,5.45
548,Altervim,TR NB Ph.4,UPC-03,UDT1603,UDT1603-ATV-NB1P5,5.45
549,Altervim,TR NB Ph.4,UPC-03,KKN1609,KKN1609-ATV-NB1P5,5.45
550,Altervim,TR NB Ph.4,UPC-03,KKN1913,KKN1913-ATV-NB1P5,5.45
551,Altervim,TR NB Ph.4,UPC-03,KKN1926,KKN1926-ATV-NB1P5,5.45
552,Altervim,TR NB Ph.4,UPC-03,KKN1970,KKN1970-ATV-NB1P5,5.45
553,Altervim,TR NB Ph.4,UPC-03,KKN1983,KKN1983-ATV-NB1P5,5.45
554,Altervim,TR NB Ph.4,UPC-03,KKN6702,KKN6702-ATV-NB1P5,5.45
555,Altervim,TR NB Ph.4,UPC-03,KKN6717,KKN6717-ATV-NB1P5,5.45
556,Altervim,TR NB Ph.4,UPC-03,KKN6727,KKN6727-ATV-NB1P5,5.45
557,Altervim,TR NB Ph.4,UPC-03,KKN6730,KKN6730-ATV-NB1P5,5.45
558,Altervim,TR NB Ph.4,UPC-03,KKN6731,KKN6731-ATV-NB1P5,5.45
559,Altervim,TR NB Ph.4,UPC-03,KKN6736,KKN6736-ATV-NB1P5,5.45
560,Altervim,TR NB Ph.4,UPC-03,KKN6739,KKN6739-ATV-NB1P5,5.45
561,Altervim,TR NB Ph.4,UPC-03,KKN6750,KKN6750-ATV-NB1P5,5.45
562,Altervim,TR NB Ph.4,UPC-03,KKN6757,KKN6757-ATV-NB1P5,5.45
563,Altervim,TR NB Ph.4,UPC-03,KKN6760,KKN6760-ATV-NB1P5,5.45
564,Altervim,TR NB Ph.4,UPC-03,KKN6762,KKN6762-ATV-NB1P5,5.45
565,Altervim,TR NB Ph.4,UPC-03,KKN6764,KKN6764-ATV-NB1P5,5.45
566,Altervim,TR NB Ph.4,UPC-03,KKN6771,KKN6771-ATV-NB1P5,5.45
567,Altervim,TR NB Ph.4,UPC-03,KKN6775,KKN6775-ATV-NB1P5,5.45
568,Altervim,TR NB Ph.4,UPC-03,KKN6784,KKN6784-ATV-NB1P5,5.45
569,Altervim,TR NB Ph.4,UPC-03,KKN6785,KKN6785-ATV-NB1P5,5.45
570,Altervim,TR NB Ph.4,UPC-03,KKN6786,KKN6786-ATV-NB1P5,5.45
571,Altervim,TR NB Ph.4,UPC-03,KKN6789,KKN6789-ATV-NB1P5,5.45
572,Altervim,TR NB Ph.4,UPC-03,KKN6792,KKN6792-ATV-NB1P5,5.45
573,Altervim,TR NB Ph.4,UPC-03,KKN1519,KKN1519-ATV-NB1P5,5.45
574,Altervim,TR NB Ph.4,UPC-03,KKN1616,KKN1616-ATV-NB1P5,5.45
575,Altervim,TR NB Ph.4,UPC-03,KKN1801,KKN1801-ATV-NB1P5,5.45
576,Altervim,TR NB Ph.4,UPC-03,KKN1966,KKN1966-ATV-NB1P5,5.45
577,Altervim,TR NB Ph.4,UPC-03,KKN1975,KKN1975-ATV-NB1P5,5.45
578,Altervim,TR NB Ph.4,UPC-03,KKN6725,KKN6725-ATV-NB1P5,5.45
579,Altervim,TR NB Ph.4,UPC-03,KKN6738,KKN6738-ATV-NB1P5,5.45
580,Altervim,TR NB Ph.4,UPC-03,KKN6749,KKN6749-ATV-NB1P5,5.45
581,Altervim,TR NB Ph.4,UPC-03,KKN6770,KKN6770-ATV-NB1P5,5.45
582,Altervim,TR NB Ph.4,UPC-03,LOI1601,LOI1601-ATV-NB1P5,5.45
583,Altervim,TR NB Ph.4,UPC-03,LOI1624,LOI1624-ATV-NB1P5,5.45
584,Altervim,TR NB Ph.4,UPC-03,LOI6702,LOI6702-ATV-NB1P5,5.45
585,Altervim,TR NB Ph.4,UPC-03,LOI6716,LOI6716-ATV-NB1P5,5.45
586,Altervim,TR NB Ph.4,UPC-03,LOI6722,LOI6722-ATV-NB1P5,5.45
587,Altervim,TR NB Ph.4,UPC-03,LOI6725,LOI6725-ATV-NB1P5,5.45
588,Altervim,TR NB Ph.4,UPC-03,LOI6732,LOI6732-ATV-NB1P5,5.45
589,Altervim,TR NB Ph.4,UPC-03,LOI6748,LOI6748-ATV-NB1P5,5.45
590,Altervim,TR NB Ph.4,UPC-03,LOI6750,LOI6750-ATV-NB1P5,5.45
591,Altervim,TR NB Ph.4,UPC-03,LOI6765,LOI6765-ATV-NB1P5,5.45
592,Altervim,TR NB Ph.4,UPC-03,LOI6737,LOI6737-ATV-NB1P5,5.45
593,Altervim,TR NB Ph.4,UPC-03,LOI6753,LOI6753-ATV-NB1P5,5.45
594,Altervim,TR NB Ph.4,UPC-03,LOI6758,LOI6758-ATV-NB1P5,5.45
595,Altervim,TR NB Ph.4,UPC-03,LOI6762,LOI6762-ATV-NB1P5,5.45
596,Altervim,TR NB Ph.4,UPC-03,LOI6774,LOI6774-ATV-NB1P5,5.45
597,Altervim,TR NB Ph.4,UPC-03,NBL6709,NBL6709-ATV-NB1P5,5.45
598,Altervim,TR NB Ph.4,UPC-03,NBL6713,NBL6713-ATV-NB1P5,5.45
599,Altervim,TR NB Ph.4,UPC-03,NBL6722,NBL6722-ATV-NB1P5,5.45
600,Altervim,TR NB Ph.4,UPC-03,NKI1622,NKI1622-ATV-NB1P5,5.45
601,Altervim,TR NB Ph.4,UPC-03,NKI1900,NKI1900-ATV-NB1P5,5.45
602,Altervim,TR NB Ph.4,UPC-03,NKI1902,NKI1902-ATV-NB1P5,5.45
603,Altervim,TR NB Ph.4,UPC-03,NKI1904,NKI1904-ATV-NB1P5,5.45
604,Altervim,TR NB Ph.4,UPC-03,NKI1913,NKI1913-ATV-NB1P5,5.45
605,Altervim,TR NB Ph.4,UPC-03,NKI1940,NKI1940-ATV-NB1P5,5.45
606,Altervim,TR NB Ph.4,UPC-03,NKI6728,NKI6728-ATV-NB1P5,5.45
607,Altervim,TR NB Ph.4,UPC-03,NKI6743,NKI6743-ATV-NB1P5,5.45
608,Altervim,TR NB Ph.4,UPC-03,NKP1912,NKP1912-ATV-NB1P5,5.45
609,Altervim,TR NB Ph.4,UPC-03,NKP1921,NKP1921-ATV-NB1P5,5.45
610,Altervim,TR NB Ph.4,UPC-03,NBL6706,NBL6706-ATV-NB1P5,5.45
611,Altervim,TR NB Ph.4,UPC-03,NBL6730,NBL6730-ATV-NB1P5,5.45
612,Altervim,TR NB Ph.4,UPC-03,NKP6703,NKP6703-ATV-NB1P5,5.45
613,Altervim,TR NB Ph.4,UPC-03,NKP6705,NKP6705-ATV-NB1P5,5.45
614,Altervim,TR NB Ph.4,UPC-03,NKP6706,NKP6706-ATV-NB1P5,5.45
615,Altervim,TR NB Ph.4,UPC-03,NKP6712,NKP6712-ATV-NB1P5,5.45
616,Altervim,TR NB Ph.4,UPC-03,NKP6714,NKP6714-ATV-NB1P5,5.45
617,Altervim,TR NB Ph.4,UPC-03,NKP6715,NKP6715-ATV-NB1P5,5.45
618,Altervim,TR NB Ph.4,UPC-03,NKP6737,NKP6737-ATV-NB1P5,5.45
619,Altervim,TR NB Ph.4,UPC-03,NKP6739,NKP6739-ATV-NB1P5,5.45
620,Altervim,TR NB Ph.4,UPC-03,NKI6752,NKI6752-ATV-NB1P5,5.45
621,Altervim,TR NB Ph.4,UPC-03,NKI8518,NKI8518-ATV-NB1P4,4.36
622,Altervim,TR NB Ph.4,UPC-03,NKP1801,NKP1801-ATV-NB1P5,5.45
623,Altervim,TR NB Ph.4,UPC-03,NKP6719,NKP6719-ATV-NB1P5,5.45
624,Altervim,TR NB Ph.4,UPC-03,NKP6728,NKP6728-ATV-NB1P5,5.45
625,Altervim,TR NB Ph.4,UPC-03,SKN1609,SKN1609-ATV-NB1P5,5.45
626,Altervim,TR NB Ph.4,UPC-03,SKN1907,SKN1907-ATV-NB1P5,5.45
627,Altervim,TR NB Ph.4,UPC-03,SKN1920,SKN1920-ATV-NB1P5,5.45
628,Altervim,TR NB Ph.4,UPC-03,SKN1931,SKN1931-ATV-NB1P5,5.45
629,Altervim,TR NB Ph.4,UPC-03,SKN1948,SKN1948-ATV-NB1P5,5.45
630,Altervim,TR NB Ph.4,UPC-03,SKN1950,SKN1950-ATV-NB1P5,5.45
631,Altervim,TR NB Ph.4,UPC-03,SKN6700,SKN6700-ATV-NB1P5,5.45
632,Altervim,TR NB Ph.4,UPC-03,SKN6702,SKN6702-ATV-NB1P5,5.45
633,Altervim,TR NB Ph.4,UPC-03,SKN6708,SKN6708-ATV-NB1P5,5.45
634,Altervim,TR NB Ph.4,UPC-03,SKN6714,SKN6714-ATV-NB1P5,5.45
635,Altervim,TR NB Ph.4,UPC-03,SKN6716,SKN6716-ATV-NB1P5,5.45
636,Altervim,TR NB Ph.4,UPC-03,SKN6718,SKN6718-ATV-NB1P5,5.45
637,Altervim,TR NB Ph.4,UPC-03,SKN6719,SKN6719-ATV-NB1P5,5.45
638,Altervim,TR NB Ph.4,UPC-03,SKN6726,SKN6726-ATV-NB1P5,5.45
639,Altervim,TR NB Ph.4,UPC-03,SKN6727,SKN6727-ATV-NB1P5,5.45
640,Altervim,TR NB Ph.4,UPC-03,SKN6747,SKN6747-ATV-NB1P5,5.45
641,Altervim,TR NB Ph.4,UPC-03,SKN6748,SKN6748-ATV-NB1P5,5.45
642,Altervim,TR NB Ph.4,UPC-03,SKN6813,SKN6813-ATV-NB1P5,5.45
643,Altervim,TR NB Ph.4,UPC-03,SKN8519,SKN8519-ATV-NB1P5,5.45
644,Altervim,TR NB Ph.4,UPC-03,SKN1943,SKN1943-ATV-NB1P5,5.45
645,Altervim,TR NB Ph.4,UPC-03,SKN1947,SKN1947-ATV-NB1P5,5.45
646,Altervim,TR NB Ph.4,UPC-03,SKN6729,SKN6729-ATV-NB1P5,5.45
647,Altervim,TR NB Ph.4,UPC-03,SKN6739,SKN6739-ATV-NB1P5,5.45
648,Altervim,TR NB Ph.4,UPC-03,SKN6741,SKN6741-ATV-NB1P5,5.45
649,Altervim,TR NB Ph.4,UPC-03,SKN6752,SKN6752-ATV-NB1P5,5.45
650,Altervim,TR NB Ph.4,UPC-03,SKN6765,SKN6765-ATV-NB1P5,5.45
651,Altervim,TR NB Ph.4,UPC-03,UDT0052,UDT0052-ATV-NB1P5,5.45
652,Altervim,TR NB Ph.4,UPC-03,UDT1619,UDT1619-ATV-NB1P5,5.45
653,Altervim,TR NB Ph.4,UPC-03,UDT1909,UDT1909-ATV-NB1P5,5.45
654,Altervim,TR NB Ph.4,UPC-03,UDT1919,UDT1919-ATV-NB1P5,5.45
655,Altervim,TR NB Ph.4,UPC-03,UDT1980,UDT1980-ATV-NB1P5,5.45
656,Altervim,TR NB Ph.4,UPC-03,UDT1992,UDT1992-ATV-NB1P5,5.45
657,Altervim,TR NB Ph.4,UPC-03,UDT1995,UDT1995-ATV-NB1P5,5.45
658,Altervim,TR NB Ph.4,UPC-03,UDT1996,UDT1996-ATV-NB1P5,5.45
659,Altervim,TR NB Ph.4,UPC-03,UDT1997,UDT1997-ATV-NB1P5,5.45
660,Altervim,TR NB Ph.4,UPC-03,UDT1999,UDT1999-ATV-NB1P5,5.45
661,Altervim,TR NB Ph.4,UPC-03,UDT6705,UDT6705-ATV-NB1P5,5.45
662,Altervim,TR NB Ph.4,UPC-03,UDT6712,UDT6712-ATV-NB1P5,5.45
663,Altervim,TR NB Ph.4,UPC-03,UDT6718,UDT6718-ATV-NB1P5,5.45
664,Altervim,TR NB Ph.4,UPC-03,UDT6721,UDT6721-ATV-NB1P5,5.45
665,Altervim,TR NB Ph.4,UPC-03,UDT6732,UDT6732-ATV-NB1P5,5.45
666,Altervim,TR NB Ph.4,UPC-03,UDT6737,UDT6737-ATV-NB1P5,5.45
667,Altervim,TR NB Ph.4,UPC-03,UDT1602,UDT1602-ATV-NB1P5,5.45
668,Altervim,TR NB Ph.4,UPC-03,UDT1927,UDT1927-ATV-NB1P5,5.45
669,Altervim,TR NB Ph.4,UPC-03,UDT1961,UDT1961-ATV-NB1P5,5.45
670,Altervim,TR NB Ph.4,UPC-03,UDT1971,UDT1971-ATV-NB1P5,5.45
671,Altervim,TR NB Ph.4,UPC-03,UDT3024,UDT3024-ATV-NB1P5,5.45
672,Altervim,TR NB Ph.4,UPC-03,UDT6761,UDT6761-ATV-NB1P5,5.45
673,Altervim,TR NB Ph.4,UPC-03,KKN8668,KKN8668-ATV-NB1P4,4.36
674,Altervim,TR NB Ph.4,UPC-03,UDT1905,UDT1905-ATV-NB1P5,5.45
675,Altervim,TR NB Ph.4,UPC-03,LOI1637,LOI1637-ATV-NB1P5,5.45
676,Altervim,TR NB Ph.4,UPC-03,KKN8626,KKN8626-ATV-NB1P5,5.45
677,Altervim,TR NB Ph.4,UPC-03,KLS1614,KLS1614-ATV-NB1P5,5.45
678,Altervim,TR NB Ph.4,UPC-03,KLS1914,KLS1914-ATV-NB1P4,4.36
679,Altervim,TR NB Ph.4,UPC-03,KLS1931,KLS1931-ATV-NB1P5,5.45
680,Altervim,TR NB Ph.4,UPC-03,LOI6744,LOI6744-ATV-NB1P5,5.45
681,Altervim,TR NB Ph.4,UPC-03,NBL6738,NBL6738-ATV-NB1P4,4.36
682,Altervim,TR NB Ph.4,UPC-03,SKN1941,SKN1941-ATV-NB1P4,4.36
683,Altervim,TR NB Ph.4,UPC-03,SKN8534,SKN8534-ATV-NB1P4,4.36
684,Altervim,TR NB Ph.4,UPC-03,KKN8576,KKN8576-ATV-NB1P5,5.45
685,Altervim,TR NB Ph.4,UPC-03,UDT8514,UDT8514-ATV-NB1P5,5.45
686,Altervim,TR NB Ph.4,UPC-03,SKN8518,SKN8518-ATV-NB1P4,4.36
687,Altervim,TR NB Ph.4,UPC-03,KLS8514,KLS8514-ATV-NB1P4,4.36
688,Altervim,TR NB Ph.4,UPC-03,SKN8528,SKN8528-ATV-NB1P5,5.45
689,Altervim,TR NB Ph.4,UPC-03,NKP7275,NKP7275-ATV-NB1P4,4.36
690,Altervim,TR NB Ph.4,UPC-03,KKN8557,KKN8557-ATV-NB1P5,5.45
691,Altervim,TR NB Ph.4,UPC-03,KLS1936,KLS1936-ATV-NB1P5,5.45
692,Altervim,TR NB Ph.4,UPC-03,KLS6708,KLS6708-ATV-NB1P4,4.36
693,Altervim,TR NB Ph.4,UPC-03,KLS7107,KLS7107-ATV-NB1P4,4.36
694,Altervim,TR NB Ph.4,UPC-03,NKP6729,NKP6729-ATV-NB1P5,5.45
695,Altervim,TR NB Ph.4,UPC-03,BKN6758,BKN6758-ATV-NB1P5,5.45
696,Altervim,TR NB Ph.4,UPC-03,BKN1615,BKN1615-ATV-NB1P5,5.45
697,Altervim,TR NB Ph.4,UPC-03,BKN6735,BKN6735-ATV-NB1P4,4.36
698,Altervim,TR NB Ph.4,UPC-03,KLS1620,KLS1620-ATV-NB1P5,5.45
699,Altervim,TR NB Ph.4,UPC-03,LOI1617,LOI1617-ATV-NB1P4,4.36
700,Altervim,TR NB Ph.4,UPC-03,LOI7106,LOI7106,4.36
701,Altervim,TR NB Ph.4,UPC-03,NKI6702,NKI6702-ATV-NB1P4,4.36
702,Altervim,TR NB Ph.4,UPC-03,SKN6735,SKN6735-ATV-NB1P4,4.36
703,Altervim,TR NB Ph.4,UPC-03,UDT8537,UDT8537-ATV-NB1P4,4.36
704,Altervim,TR NB Ph.4,UPC-03,NKI8511,NKI8511-ATV-NB1P4,4.36
705,Altervim,TR NB Ph.4,UPC-03,KLS7169,KLS7169-ATV-NB1P5,5.45
706,Altervim,TR NB Ph.4,UPC-04,BRR2425,BRR2425-ATV-NB1P5,5.45
707,Altervim,TR NB Ph.4,UPC-04,NKR1631,NKR1631-ATV-NB1P5,5.45
708,Altervim,TR NB Ph.4,UPC-04,NKR1645,NKR1645-ATV-NB1P5,5.45
709,Altervim,TR NB Ph.4,UPC-04,BRR8517,BRR8517-ATV-NB1P5,5.45
710,Altervim,TR NB Ph.4,UPC-04,NKR8614,NKR8614-ATV-NB1P5,5.45
711,Altervim,TR NB Ph.4,UPC-04,NKR8667,NKR8667-ATV-NB1P5,5.45
712,Altervim,TR NB Ph.4,UPC-04,SRN1629,SRN1629-ATV-NB1P5,5.45
713,Altervim,TR NB Ph.4,UPC-04,BRR6779,BRR6779-ATV-NB1P5,5.45
714,Altervim,TR NB Ph.4,UPC-04,BRR8506,BRR8506-ATV-NB1P5,5.45
715,Altervim,TR NB Ph.4,UPC-04,CYP6770,CYP6770-ATV-NB1P5,5.45
716,Altervim,TR NB Ph.4,UPC-04,SRN1615,SRN1615-ATV-NB1P4,4.36
717,Altervim,TR NB Ph.4,UPC-04,NKR0047,NKR0047-ATV-NB1P4,4.36
718,Altervim,TR NB Ph.4,UPC-04,BRR1602,BRR1602-ATV-NB1P4,4.36
